'Elapsed time','MLII','V5'
'0:31.428',4.915,4.970
'0:31.432',4.920,4.965
'0:31.436',4.925,4.990
'0:31.440',4.935,5.000
'0:31.444',4.955,5.000
'0:31.448',4.970,4.975
'0:31.452',4.960,4.975
'0:31.456',4.920,4.985
'0:31.460',4.890,4.965
'0:31.464',4.865,4.945
'0:31.468',4.830,4.955
'0:31.472',4.820,4.960
'0:31.476',4.810,4.960
'0:31.480',4.795,4.945
'0:31.484',4.775,4.940
'0:31.488',4.795,4.950
'0:31.492',4.805,4.950
'0:31.496',4.795,4.945
'0:31.500',4.790,4.935
'0:31.504',4.790,4.950
'0:31.508',4.795,4.955
'0:31.512',4.800,4.945
'0:31.516',4.785,4.935
'0:31.520',4.790,4.945
'0:31.524',4.790,4.950
'0:31.528',4.790,4.940
'0:31.532',4.770,4.930
'0:31.536',4.775,4.935
'0:31.540',4.790,4.930
'0:31.544',4.780,4.895
'0:31.548',4.720,4.875
'0:31.552',4.685,4.860
'0:31.556',4.680,4.840
'0:31.560',4.630,4.840
'0:31.564',4.580,4.915
'0:31.568',4.615,5.065
'0:31.572',4.775,5.215
'0:31.576',4.995,5.335
'0:31.580',5.270,5.455
'0:31.584',5.655,5.585
'0:31.588',5.980,5.590
'0:31.592',6.050,5.305
'0:31.596',5.685,4.955
'0:31.600',5.515,4.885
'0:31.604',4.650,4.890
'0:31.608',4.605,4.905
'0:31.612',4.685,4.900
'0:31.616',4.715,4.890
'0:31.620',4.730,4.900
'0:31.624',4.735,4.900
'0:31.628',4.730,4.890
'0:31.632',4.730,4.890
'0:31.636',4.720,4.895
'0:31.640',4.730,4.905
'0:31.644',4.740,4.890
'0:31.648',4.730,4.875
'0:31.652',4.730,4.885
'0:31.656',4.740,4.900
'0:31.660',4.745,4.895
'0:31.664',4.725,4.885
'0:31.668',4.725,4.880
'0:31.672',4.730,4.895
'0:31.676',4.730,4.895
'0:31.680',4.720,4.885
'0:31.684',4.705,4.885
'0:31.688',4.720,4.890
'0:31.692',4.735,4.905
'0:31.696',4.725,4.890
'0:31.700',4.720,4.895
'0:31.704',4.720,4.895
'0:31.708',4.730,4.900
'0:31.712',4.730,4.890
'0:31.716',4.725,4.875
'0:31.720',4.730,4.890
'0:31.724',4.735,4.895
'0:31.728',4.730,4.895
'0:31.732',4.730,4.880
'0:31.736',4.730,4.885
'0:31.740',4.735,4.895
'0:31.744',4.735,4.890
'0:31.748',4.730,4.875
'0:31.752',4.725,4.885
'0:31.756',4.730,4.890
'0:31.760',4.730,4.880
'0:31.764',4.735,4.870
'0:31.768',4.720,4.875
'0:31.772',4.725,4.880
'0:31.776',4.740,4.870
'0:31.780',4.735,4.860
'0:31.784',4.735,4.845
'0:31.788',4.745,4.865
'0:31.792',4.755,4.870
'0:31.796',4.745,4.840
'0:31.800',4.735,4.835
'0:31.804',4.735,4.850
'0:31.808',4.745,4.845
'0:31.812',4.740,4.825
'0:31.816',4.730,4.815
'0:31.820',4.730,4.830
'0:31.824',4.745,4.830
'0:31.828',4.745,4.810
'0:31.832',4.725,4.805
'0:31.836',4.730,4.820
'0:31.840',4.735,4.830
'0:31.844',4.745,4.830
'0:31.848',4.735,4.820
'0:31.852',4.735,4.835
'0:31.856',4.755,4.860
'0:31.860',4.770,4.865
'0:31.864',4.770,4.875
'0:31.868',4.785,4.890
'0:31.872',4.805,4.910
'0:31.876',4.825,4.910
'0:31.880',4.830,4.930
'0:31.884',4.830,4.935
'0:31.888',4.855,4.960
'0:31.892',4.855,4.955
'0:31.896',4.855,4.950
'0:31.900',4.855,4.945
'0:31.904',4.870,4.975
'0:31.908',4.875,4.990
'0:31.912',4.865,4.965
'0:31.916',4.860,4.965
'0:31.920',4.865,4.970
'0:31.924',4.870,4.985
'0:31.928',4.865,4.970
'0:31.932',4.855,4.960
'0:31.936',4.855,4.980
'0:31.940',4.875,4.975
'0:31.944',4.865,4.960
'0:31.948',4.865,4.955
'0:31.952',4.870,4.970
'0:31.956',4.865,4.985
'0:31.960',4.870,4.980
'0:31.964',4.850,4.970
'0:31.968',4.845,4.965
'0:31.972',4.855,4.980
'0:31.976',4.865,4.980
'0:31.980',4.855,4.970
'0:31.984',4.845,4.975
'0:31.988',4.850,4.980
'0:31.992',4.850,4.975
'0:31.996',4.840,4.965
'0:32.000',4.830,4.945
'0:32.004',4.830,4.965
'0:32.008',4.830,4.970
'0:32.012',4.825,4.960
'0:32.016',4.810,4.940
'0:32.020',4.810,4.955
'0:32.024',4.820,4.960
'0:32.028',4.815,4.950
'0:32.032',4.810,4.940
'0:32.036',4.805,4.940
'0:32.040',4.810,4.945
'0:32.044',4.815,4.935
'0:32.048',4.800,4.930
'0:32.052',4.795,4.930
'0:32.056',4.800,4.940
'0:32.060',4.805,4.925
'0:32.064',4.790,4.925
'0:32.068',4.795,4.930
'0:32.072',4.800,4.935
'0:32.076',4.800,4.930
'0:32.080',4.795,4.920
'0:32.084',4.780,4.910
'0:32.088',4.800,4.925
'0:32.092',4.805,4.925
'0:32.096',4.800,4.915
'0:32.100',4.805,4.910
'0:32.104',4.810,4.935
'0:32.108',4.825,4.925
'0:32.112',4.840,4.905
'0:32.116',4.835,4.915
'0:32.120',4.845,4.925
'0:32.124',4.865,4.930
'0:32.128',4.875,4.920
'0:32.132',4.865,4.915
'0:32.136',4.870,4.925
'0:32.140',4.905,4.950
'0:32.144',4.920,4.945
'0:32.148',4.920,4.940
'0:32.152',4.920,4.945
'0:32.156',4.925,4.960
'0:32.160',4.915,4.960
'0:32.164',4.890,4.955
'0:32.168',4.900,4.970
'0:32.172',4.910,4.990
'0:32.176',4.930,4.995
'0:32.180',4.940,4.980
'0:32.184',4.940,4.965
'0:32.188',4.925,4.970
'0:32.192',4.880,4.960
'0:32.196',4.860,4.940
'0:32.200',4.845,4.945
'0:32.204',4.820,4.950
'0:32.208',4.805,4.940
'0:32.212',4.795,4.930
'0:32.216',4.790,4.915
'0:32.220',4.785,4.930
'0:32.224',4.800,4.940
'0:32.228',4.775,4.915
'0:32.232',4.770,4.910
'0:32.236',4.765,4.910
'0:32.240',4.770,4.915
'0:32.244',4.775,4.905
'0:32.248',4.775,4.915
'0:32.252',4.770,4.905
'0:32.256',4.775,4.915
'0:32.260',4.775,4.910
'0:32.264',4.765,4.900
'0:32.268',4.760,4.900
'0:32.272',4.775,4.905
'0:32.276',4.770,4.885
'0:32.280',4.740,4.850
'0:32.284',4.675,4.805
'0:32.288',4.645,4.805
'0:32.292',4.615,4.850
'0:32.296',4.580,4.975
'0:32.300',4.585,5.025
'0:32.304',4.890,5.230
'0:32.308',5.165,5.360
'0:32.312',5.570,5.475
'0:32.316',5.875,5.465
'0:32.320',5.935,5.190
'0:32.324',5.580,4.880
'0:32.328',4.935,4.805
'0:32.332',4.575,4.835
'0:32.336',4.570,4.845
'0:32.340',4.675,4.865
'0:32.344',4.705,4.850
'0:32.348',4.695,4.840
'0:32.352',4.700,4.845
'0:32.356',4.720,4.855
'0:32.360',4.710,4.850
'0:32.364',4.705,4.840
'0:32.368',4.685,4.835
'0:32.372',4.705,4.845
'0:32.376',4.705,4.840
'0:32.380',4.695,4.840
'0:32.384',4.675,4.840
'0:32.388',4.690,4.850
'0:32.392',4.695,4.845
'0:32.396',4.700,4.840
'0:32.400',4.695,4.830
'0:32.404',4.695,4.850
'0:32.408',4.700,4.850
'0:32.412',4.695,4.845
'0:32.416',4.690,4.840
'0:32.420',4.690,4.845
'0:32.424',4.700,4.850
'0:32.428',4.700,4.840
'0:32.432',4.690,4.840
'0:32.436',4.685,4.840
'0:32.440',4.710,4.845
'0:32.444',4.710,4.845
'0:32.448',4.695,4.830
'0:32.452',4.680,4.840
'0:32.456',4.695,4.845
'0:32.460',4.700,4.835
'0:32.464',4.695,4.825
'0:32.468',4.680,4.830
'0:32.472',4.690,4.830
'0:32.476',4.705,4.825
'0:32.480',4.690,4.815
'0:32.484',4.685,4.825
'0:32.488',4.690,4.830
'0:32.492',4.700,4.825
'0:32.496',4.705,4.810
'0:32.500',4.700,4.805
'0:32.504',4.705,4.810
'0:32.508',4.715,4.815
'0:32.512',4.710,4.790
'0:32.516',4.705,4.780
'0:32.520',4.705,4.785
'0:32.524',4.705,4.785
'0:32.528',4.700,4.770
'0:32.532',4.685,4.770
'0:32.536',4.690,4.765
'0:32.540',4.685,4.775
'0:32.544',4.700,4.775
'0:32.548',4.700,4.755
'0:32.552',4.710,4.755
'0:32.556',4.720,4.770
'0:32.560',4.715,4.770
'0:32.564',4.705,4.765
'0:32.568',4.705,4.770
'0:32.572',4.720,4.790
'0:32.576',4.740,4.805
'0:32.580',4.740,4.810
'0:32.584',4.760,4.820
'0:32.588',4.790,4.860
'0:32.592',4.800,4.875
'0:32.596',4.810,4.870
'0:32.600',4.805,4.865
'0:32.604',4.815,4.895
'0:32.608',4.825,4.900
'0:32.612',4.830,4.900
'0:32.616',4.830,4.895
'0:32.620',4.835,4.905
'0:32.624',4.845,4.905
'0:32.628',4.845,4.900
'0:32.632',4.835,4.900
'0:32.636',4.840,4.915
'0:32.640',4.860,4.935
'0:32.644',4.855,4.925
'0:32.648',4.825,4.905
'0:32.652',4.825,4.915
'0:32.656',4.840,4.925
'0:32.660',4.840,4.925
'0:32.664',4.825,4.905
'0:32.668',4.820,4.910
'0:32.672',4.830,4.920
'0:32.676',4.840,4.920
'0:32.680',4.830,4.910
'0:32.684',4.820,4.905
'0:32.688',4.835,4.915
'0:32.692',4.835,4.905
'0:32.696',4.815,4.890
'0:32.700',4.805,4.890
'0:32.704',4.815,4.900
'0:32.708',4.810,4.905
'0:32.712',4.815,4.885
'0:32.716',4.790,4.870
'0:32.720',4.785,4.875
'0:32.724',4.785,4.890
'0:32.728',4.800,4.885
'0:32.732',4.785,4.865
'0:32.736',4.785,4.860
'0:32.740',4.780,4.870
'0:32.744',4.780,4.860
'0:32.748',4.760,4.855
'0:32.752',4.755,4.850
'0:32.756',4.765,4.860
'0:32.760',4.770,4.850
'0:32.764',4.755,4.830
'0:32.768',4.745,4.840
'0:32.772',4.765,4.855
'0:32.776',4.775,4.860
'0:32.780',4.770,4.855
'0:32.784',4.750,4.840
'0:32.788',4.755,4.855
'0:32.792',4.775,4.850
'0:32.796',4.760,4.840
'0:32.800',4.755,4.840
'0:32.804',4.765,4.855
'0:32.808',4.775,4.845
'0:32.812',4.775,4.835
'0:32.816',4.770,4.835
'0:32.820',4.785,4.835
'0:32.824',4.800,4.845
'0:32.828',4.810,4.840
'0:32.832',4.805,4.840
'0:32.836',4.810,4.845
'0:32.840',4.845,4.860
'0:32.844',4.845,4.860
'0:32.848',4.840,4.855
'0:32.852',4.855,4.850
'0:32.856',4.865,4.880
'0:32.860',4.880,4.880
'0:32.864',4.880,4.870
'0:32.868',4.870,4.865
'0:32.872',4.870,4.885
'0:32.876',4.880,4.890
'0:32.880',4.875,4.880
'0:32.884',4.875,4.885
'0:32.888',4.890,4.905
'0:32.892',4.905,4.910
'0:32.896',4.920,4.875
'0:32.900',4.910,4.865
'0:32.904',4.825,4.865
'0:32.908',4.810,4.870
'0:32.912',4.795,4.855
'0:32.916',4.780,4.835
'0:32.920',4.775,4.845
'0:32.924',4.770,4.855
'0:32.928',4.755,4.845
'0:32.932',4.745,4.830
'0:32.936',4.740,4.840
'0:32.940',4.750,4.845
'0:32.944',4.740,4.830
'0:32.948',4.730,4.830
'0:32.952',4.725,4.830
'0:32.956',4.745,4.840
'0:32.960',4.745,4.830
'0:32.964',4.720,4.820
'0:32.968',4.715,4.815
'0:32.972',4.715,4.825
'0:32.976',4.735,4.830
'0:32.980',4.725,4.820
'0:32.984',4.730,4.795
'0:32.988',4.720,4.790
'0:32.992',4.685,4.775
'0:32.996',4.635,4.740
'0:33.000',4.615,4.725
'0:33.004',4.570,4.735
'0:33.008',4.530,4.850
'0:33.012',4.595,4.970
'0:33.016',4.755,5.050
'0:33.020',4.985,5.155
'0:33.024',5.350,5.295
'0:33.028',5.740,5.385
'0:33.032',5.925,5.230
'0:33.036',5.875,4.910
'0:33.040',5.430,4.680
'0:33.044',4.900,4.660
'0:33.048',4.605,4.695
'0:33.052',4.520,4.740
'0:33.056',4.560,4.760
'0:33.060',4.640,4.750
'0:33.064',4.660,4.755
'0:33.068',4.645,4.760
'0:33.072',4.660,4.775
'0:33.076',4.675,4.765
'0:33.080',4.665,4.750
'0:33.084',4.655,4.750
'0:33.088',4.660,4.770
'0:33.092',4.680,4.775
'0:33.096',4.665,4.760
'0:33.100',4.655,4.750
'0:33.104',4.650,4.770
'0:33.108',4.655,4.775
'0:33.112',4.660,4.770
'0:33.116',4.650,4.750
'0:33.120',4.650,4.750
'0:33.124',4.655,4.760
'0:33.128',4.640,4.765
'0:33.132',4.635,4.755
'0:33.136',4.630,4.765
'0:33.140',4.650,4.775
'0:33.144',4.660,4.765
'0:33.148',4.645,4.755
'0:33.152',4.625,4.760
'0:33.156',4.635,4.760
'0:33.160',4.650,4.765
'0:33.164',4.650,4.755
'0:33.168',4.650,4.750
'0:33.172',4.645,4.765
'0:33.176',4.630,4.765
'0:33.180',4.630,4.755
'0:33.184',4.630,4.760
'0:33.188',4.660,4.770
'0:33.192',4.675,4.770
'0:33.196',4.665,4.755
'0:33.200',4.660,4.745
'0:33.204',4.650,4.760
'0:33.208',4.655,4.755
'0:33.212',4.645,4.750
'0:33.216',4.640,4.735
'0:33.220',4.645,4.745
'0:33.224',4.650,4.745
'0:33.228',4.645,4.730
'0:33.232',4.630,4.720
'0:33.236',4.630,4.720
'0:33.240',4.650,4.730
'0:33.244',4.650,4.720
'0:33.248',4.630,4.700
'0:33.252',4.615,4.690
'0:33.256',4.630,4.695
'0:33.260',4.625,4.680
'0:33.264',4.620,4.660
'0:33.268',4.620,4.665
'0:33.272',4.615,4.680
'0:33.276',4.615,4.675
'0:33.280',4.605,4.660
'0:33.284',4.595,4.660
'0:33.288',4.595,4.690
'0:33.292',4.635,4.705
'0:33.296',4.645,4.700
'0:33.300',4.655,4.695
'0:33.304',4.670,4.725
'0:33.308',4.690,4.745
'0:33.312',4.705,4.765
'0:33.316',4.705,4.770
'0:33.320',4.740,4.790
'0:33.324',4.745,4.800
'0:33.328',4.760,4.800
'0:33.332',4.755,4.800
'0:33.336',4.765,4.815
'0:33.340',4.795,4.835
'0:33.344',4.805,4.840
'0:33.348',4.790,4.830
'0:33.352',4.810,4.830
'0:33.356',4.815,4.830
'0:33.360',4.810,4.825
'0:33.364',4.800,4.810
'0:33.368',4.790,4.810
'0:33.372',4.800,4.820
'0:33.376',4.800,4.820
'0:33.380',4.800,4.830
'0:33.384',4.795,4.840
'0:33.388',4.800,4.855
'0:33.392',4.820,4.850
'0:33.396',4.815,4.825
'0:33.400',4.805,4.820
'0:33.404',4.790,4.830
'0:33.408',4.785,4.825
'0:33.412',4.790,4.815
'0:33.416',4.765,4.825
'0:33.420',4.780,4.805
'0:33.424',4.780,4.820
'0:33.428',4.775,4.815
'0:33.432',4.760,4.805
'0:33.436',4.750,4.800
'0:33.440',4.770,4.810
'0:33.444',4.770,4.800
'0:33.448',4.770,4.785
'0:33.452',4.760,4.785
'0:33.456',4.775,4.815
'0:33.460',4.765,4.795
'0:33.464',4.765,4.780
'0:33.468',4.750,4.785
'0:33.472',4.745,4.790
'0:33.476',4.735,4.785
'0:33.480',4.740,4.785
'0:33.484',4.715,4.765
'0:33.488',4.725,4.780
'0:33.492',4.730,4.795
'0:33.496',4.735,4.780
'0:33.500',4.730,4.775
'0:33.504',4.730,4.785
'0:33.508',4.735,4.790
'0:33.512',4.740,4.775
'0:33.516',4.720,4.765
'0:33.520',4.725,4.780
'0:33.524',4.740,4.790
'0:33.528',4.745,4.770
'0:33.532',4.730,4.770
'0:33.536',4.725,4.770
'0:33.540',4.740,4.780
'0:33.544',4.755,4.780
'0:33.548',4.745,4.770
'0:33.552',4.740,4.770
'0:33.556',4.760,4.770
'0:33.560',4.775,4.780
'0:33.564',4.770,4.760
'0:33.568',4.765,4.770
'0:33.572',4.785,4.785
'0:33.576',4.815,4.780
'0:33.580',4.820,4.775
'0:33.584',4.805,4.765
'0:33.588',4.835,4.770
'0:33.592',4.845,4.795
'0:33.596',4.835,4.785
'0:33.600',4.835,4.780
'0:33.604',4.845,4.795
'0:33.608',4.865,4.800
'0:33.612',4.865,4.810
'0:33.616',4.860,4.800
'0:33.620',4.860,4.810
'0:33.624',4.870,4.815
'0:33.628',4.855,4.815
'0:33.632',4.845,4.810
'0:33.636',4.845,4.825
'0:33.640',4.860,4.850
'0:33.644',4.885,4.850
'0:33.648',4.885,4.830
'0:33.652',4.870,4.815
'0:33.656',4.835,4.820
'0:33.660',4.810,4.820
'0:33.664',4.785,4.805
'0:33.668',4.760,4.800
'0:33.672',4.755,4.805
'0:33.676',4.750,4.795
'0:33.680',4.735,4.785
'0:33.684',4.730,4.785
'0:33.688',4.735,4.800
'0:33.692',4.740,4.795
'0:33.696',4.725,4.775
'0:33.700',4.720,4.770
'0:33.704',4.710,4.785
'0:33.708',4.720,4.795
'0:33.712',4.720,4.785
'0:33.716',4.710,4.775
'0:33.720',4.710,4.785
'0:33.724',4.725,4.795
'0:33.728',4.735,4.785
'0:33.732',4.710,4.770
'0:33.736',4.705,4.755
'0:33.740',4.690,4.740
'0:33.744',4.650,4.700
'0:33.748',4.600,4.675
'0:33.752',4.545,4.740
'0:33.756',4.530,4.870
'0:33.760',4.655,4.995
'0:33.764',4.845,5.075
'0:33.768',5.100,5.185
'0:33.772',5.445,5.330
'0:33.776',5.815,5.430
'0:33.780',6.035,5.385
'0:33.784',6.045,5.125
'0:33.788',5.775,4.795
'0:33.792',5.300,4.610
'0:33.796',4.860,4.555
'0:33.800',4.745,4.560
'0:33.804',4.505,4.665
'0:33.808',4.500,4.690
'0:33.812',4.550,4.710
'0:33.816',4.610,4.705
'0:33.820',4.640,4.710
'0:33.824',4.650,4.725
'0:33.828',4.655,4.725
'0:33.832',4.645,4.715
'0:33.836',4.635,4.715
'0:33.840',4.655,4.735
'0:33.844',4.650,4.720
'0:33.848',4.645,4.730
'0:33.852',4.635,4.730
'0:33.856',4.645,4.740
'0:33.860',4.660,4.730
'0:33.864',4.645,4.720
'0:33.868',4.640,4.720
'0:33.872',4.645,4.745
'0:33.876',4.660,4.745
'0:33.880',4.650,4.730
'0:33.884',4.635,4.720
'0:33.888',4.650,4.740
'0:33.892',4.660,4.745
'0:33.896',4.660,4.740
'0:33.900',4.655,4.735
'0:33.904',4.645,4.730
'0:33.908',4.650,4.740
'0:33.912',4.650,4.730
'0:33.916',4.640,4.730
'0:33.920',4.640,4.730
'0:33.924',4.650,4.735
'0:33.928',4.630,4.725
'0:33.932',4.635,4.720
'0:33.936',4.640,4.720
'0:33.940',4.660,4.730
'0:33.944',4.645,4.730
'0:33.948',4.645,4.715
'0:33.952',4.640,4.715
'0:33.956',4.665,4.715
'0:33.960',4.670,4.710
'0:33.964',4.650,4.710
'0:33.968',4.630,4.710
'0:33.972',4.645,4.715
'0:33.976',4.655,4.720
'0:33.980',4.645,4.700
'0:33.984',4.635,4.690
'0:33.988',4.645,4.700
'0:33.992',4.645,4.695
'0:33.996',4.650,4.675
'0:34.000',4.645,4.670
'0:34.004',4.635,4.665
'0:34.008',4.645,4.665
'0:34.012',4.650,4.650
'0:34.016',4.635,4.630
'0:34.020',4.640,4.645
'0:34.024',4.635,4.635
'0:34.028',4.640,4.620
'0:34.032',4.620,4.600
'0:34.036',4.615,4.610
'0:34.040',4.615,4.625
'0:34.044',4.625,4.620
'0:34.048',4.630,4.615
'0:34.052',4.615,4.615
'0:34.056',4.650,4.655
'0:34.060',4.665,4.675
'0:34.064',4.670,4.660
'0:34.068',4.680,4.700
'0:34.072',4.715,4.730
'0:34.076',4.745,4.760
'0:34.080',4.765,4.765
'0:34.084',4.765,4.770
'0:34.088',4.790,4.805
'0:34.092',4.805,4.820
'0:34.096',4.815,4.810
'0:34.100',4.810,4.810
'0:34.104',4.810,4.830
'0:34.108',4.820,4.830
'0:34.112',4.830,4.820
'0:34.116',4.815,4.815
'0:34.120',4.805,4.810
'0:34.124',4.820,4.830
'0:34.128',4.825,4.820
'0:34.132',4.820,4.820
'0:34.136',4.815,4.825
'0:34.140',4.830,4.840
'0:34.144',4.840,4.830
'0:34.148',4.825,4.830
'0:34.152',4.830,4.825
'0:34.156',4.835,4.835
'0:34.160',4.835,4.825
'0:34.164',4.835,4.825
'0:34.168',4.820,4.825
'0:34.172',4.830,4.835
'0:34.176',4.830,4.820
'0:34.180',4.820,4.815
'0:34.184',4.800,4.810
'0:34.188',4.805,4.830
'0:34.192',4.825,4.835
'0:34.196',4.815,4.820
'0:34.200',4.820,4.810
'0:34.204',4.805,4.810
'0:34.208',4.820,4.820
'0:34.212',4.815,4.820
'0:34.216',4.795,4.805
'0:34.220',4.805,4.800
'0:34.224',4.825,4.815
'0:34.228',4.800,4.805
'0:34.232',4.790,4.800
'0:34.236',4.780,4.800
'0:34.240',4.795,4.805
'0:34.244',4.795,4.800
'0:34.248',4.790,4.785
'0:34.252',4.780,4.800
'0:34.256',4.780,4.815
'0:34.260',4.795,4.805
'0:34.264',4.785,4.790
'0:34.268',4.770,4.785
'0:34.272',4.785,4.805
'0:34.276',4.795,4.810
'0:34.280',4.800,4.800
'0:34.284',4.775,4.810
'0:34.288',4.795,4.810
'0:34.292',4.800,4.810
'0:34.296',4.800,4.805
'0:34.300',4.805,4.800
'0:34.304',4.805,4.805
'0:34.308',4.825,4.815
'0:34.312',4.840,4.805
'0:34.316',4.835,4.805
'0:34.320',4.845,4.805
'0:34.324',4.860,4.815
'0:34.328',4.875,4.825
'0:34.332',4.880,4.810
'0:34.336',4.900,4.830
'0:34.340',4.910,4.850
'0:34.344',4.925,4.855
'0:34.348',4.915,4.845
'0:34.352',4.915,4.855
'0:34.356',4.920,4.865
'0:34.360',4.920,4.870
'0:34.364',4.905,4.860
'0:34.368',4.895,4.880
'0:34.372',4.895,4.905
'0:34.376',4.925,4.895
'0:34.380',4.935,4.870
'0:34.384',4.925,4.860
'0:34.388',4.880,4.870
'0:34.392',4.865,4.865
'0:34.396',4.855,4.860
'0:34.400',4.850,4.850
'0:34.404',4.805,4.845
'0:34.408',4.800,4.855
'0:34.412',4.795,4.845
'0:34.416',4.790,4.835
'0:34.420',4.790,4.845
'0:34.424',4.795,4.850
'0:34.428',4.790,4.835
'0:34.432',4.775,4.830
'0:34.436',4.770,4.835
'0:34.440',4.790,4.855
'0:34.444',4.785,4.850
'0:34.448',4.775,4.835
'0:34.452',4.765,4.830
'0:34.456',4.770,4.840
'0:34.460',4.770,4.840
'0:34.464',4.765,4.830
'0:34.468',4.750,4.825
'0:34.472',4.760,4.845
'0:34.476',4.770,4.820
'0:34.480',4.750,4.795
'0:34.484',4.695,4.765
'0:34.488',4.660,4.750
'0:34.492',4.640,4.750
'0:34.496',4.585,4.830
'0:34.500',4.560,4.865
'0:34.504',4.735,5.090
'0:34.508',4.945,5.215
'0:34.512',5.215,5.355
'0:34.516',5.575,5.470
'0:34.520',5.925,5.495
'0:34.524',6.045,5.255
'0:34.528',5.845,4.905
'0:34.532',5.270,4.770
'0:34.536',4.725,4.785
'0:34.540',4.575,4.800
'0:34.544',4.640,4.805
'0:34.548',4.690,4.795
'0:34.552',4.700,4.795
'0:34.556',4.700,4.810
'0:34.560',4.720,4.805
'0:34.564',4.705,4.790
'0:34.568',4.690,4.790
'0:34.572',4.700,4.800
'0:34.576',4.715,4.805
'0:34.580',4.695,4.785
'0:34.584',4.680,4.795
'0:34.588',4.695,4.800
'0:34.592',4.705,4.800
'0:34.596',4.705,4.790
'0:34.600',4.705,4.785
'0:34.604',4.685,4.795
'0:34.608',4.695,4.805
'0:34.612',4.700,4.800
'0:34.616',4.685,4.785
'0:34.620',4.675,4.790
'0:34.624',4.695,4.805
'0:34.628',4.700,4.805
'0:34.632',4.700,4.790
'0:34.636',4.695,4.795
'0:34.640',4.705,4.810
'0:34.644',4.710,4.805
'0:34.648',4.695,4.810
'0:34.652',4.690,4.795
'0:34.656',4.695,4.810
'0:34.660',4.705,4.800
'0:34.664',4.695,4.790
'0:34.668',4.685,4.795
'0:34.672',4.685,4.800
'0:34.676',4.700,4.805
'0:34.680',4.695,4.800
'0:34.684',4.685,4.790
'0:34.688',4.690,4.800
'0:34.692',4.690,4.790
'0:34.696',4.695,4.795
'0:34.700',4.690,4.790
'0:34.704',4.690,4.800
'0:34.708',4.695,4.795
'0:34.712',4.705,4.790
'0:34.716',4.690,4.775
'0:34.720',4.700,4.775
'0:34.724',4.705,4.790
'0:34.728',4.710,4.780
'0:34.732',4.690,4.745
'0:34.736',4.685,4.755
'0:34.740',4.700,4.770
'0:34.744',4.695,4.760
'0:34.748',4.690,4.735
'0:34.752',4.685,4.735
'0:34.756',4.685,4.740
'0:34.760',4.700,4.730
'0:34.764',4.690,4.725
'0:34.768',4.675,4.720
'0:34.772',4.690,4.720
'0:34.776',4.695,4.725
'0:34.780',4.700,4.725
'0:34.784',4.690,4.735
'0:34.788',4.700,4.755
'0:34.792',4.720,4.770
'0:34.796',4.735,4.775
'0:34.800',4.740,4.770
'0:34.804',4.740,4.795
'0:34.808',4.770,4.820
'0:34.812',4.780,4.830
'0:34.816',4.780,4.845
'0:34.820',4.785,4.865
'0:34.824',4.800,4.880
'0:34.828',4.820,4.875
'0:34.832',4.815,4.875
'0:34.836',4.815,4.890
'0:34.840',4.830,4.900
'0:34.844',4.840,4.890
'0:34.848',4.840,4.880
'0:34.852',4.835,4.900
'0:34.856',4.850,4.920
'0:34.860',4.850,4.915
'0:34.864',4.835,4.890
'0:34.868',4.830,4.885
'0:34.872',4.835,4.900
'0:34.876',4.840,4.920
'0:34.880',4.830,4.915
'0:34.884',4.825,4.895
'0:34.888',4.835,4.915
'0:34.892',4.855,4.905
'0:34.896',4.835,4.900
'0:34.900',4.830,4.890
'0:34.904',4.815,4.900
'0:34.908',4.825,4.910
'0:34.912',4.835,4.905
'0:34.916',4.825,4.890
'0:34.920',4.825,4.905
'0:34.924',4.835,4.905
'0:34.928',4.840,4.900
'0:34.932',4.820,4.900
'0:34.936',4.825,4.900
'0:34.940',4.835,4.910
'0:34.944',4.830,4.900
'0:34.948',4.815,4.890
'0:34.952',4.800,4.885
'0:34.956',4.805,4.900
'0:34.960',4.805,4.890
'0:34.964',4.790,4.885
'0:34.968',4.770,4.875
'0:34.972',4.795,4.890
'0:34.976',4.805,4.885
'0:34.980',4.780,4.870
'0:34.984',4.770,4.860
'0:34.988',4.790,4.875
'0:34.992',4.795,4.885
'0:34.996',4.780,4.870
'0:35.000',4.775,4.865
'0:35.004',4.770,4.860
'0:35.008',4.775,4.880
'0:35.012',4.785,4.875
'0:35.016',4.770,4.865
'0:35.020',4.750,4.875
'0:35.024',4.755,4.885
'0:35.028',4.770,4.875
'0:35.032',4.755,4.865
'0:35.036',4.765,4.875
'0:35.040',4.775,4.895
'0:35.044',4.780,4.880
'0:35.048',4.780,4.875
'0:35.052',4.790,4.880
'0:35.056',4.800,4.895
'0:35.060',4.810,4.885
'0:35.064',4.800,4.865
'0:35.068',4.810,4.875
'0:35.072',4.830,4.885
'0:35.076',4.850,4.875
'0:35.080',4.870,4.875
'0:35.084',4.855,4.870
'0:35.088',4.860,4.905
'0:35.092',4.870,4.905
'0:35.096',4.870,4.910
'0:35.100',4.870,4.905
'0:35.104',4.890,4.905
'0:35.108',4.900,4.915
'0:35.112',4.895,4.920
'0:35.116',4.880,4.915
'0:35.120',4.885,4.930
'0:35.124',4.890,4.960
'0:35.128',4.910,4.955
'0:35.132',4.910,4.930
'0:35.136',4.895,4.920
'0:35.140',4.860,4.925
'0:35.144',4.840,4.900
'0:35.148',4.810,4.895
'0:35.152',4.785,4.895
